Camada,BI Medio (Cosseno),BI Std (Cosseno),BI Medio (Angular),BI Std (Angular),Angulo Medio (Graus),Ranking Cosseno,Ranking Angular,Rankings Identicos
6,0.0056496500328648835,0.0020118781807311205,0.033319651847705245,0.005908967627398505,5.997537332586944,1,1,True
5,0.007900674070697278,0.004526858295665329,0.038564468966796994,0.010347441852914743,6.941604414023459,2,2,True
7,0.019620518432930112,0.01216581556954773,0.06103931274265051,0.017408444482360726,10.987076293677092,3,3,True
4,0.0214649768313393,0.014288073293758662,0.06265425868332386,0.021543596342290233,11.277766562998295,4,4,True
0,0.07541397400200367,0.022629794365893973,0.12284394539892673,0.018700551724951074,22.111910171806812,5,5,True
1,0.07625923957675695,0.026633065349830266,0.1232264032587409,0.022289823776342216,22.180752586573362,6,6,True
3,0.09232521336525679,0.057825539811047086,0.13246036879718304,0.04083603859126949,23.842866383492947,7,7,True
2,0.1487729251384735,0.06546199262714558,0.17189204134047031,0.04044989840532634,30.940567441284657,8,8,True
