Camada,BI Medio (Cosseno),BI Std (Cosseno),BI Medio (Angular),BI Std (Angular),Angulo Medio (Graus),Ranking Cosseno,Ranking Angular,Rankings Identicos
6,0.008060924476012588,0.0030686817290748137,0.03973859059624374,0.00773270205712102,7.152946307323873,1,1,True
5,0.009515778452623636,0.008491870118055567,0.04136670962907374,0.015329125298812151,7.446007733233273,2,2,True
4,0.02375609870068729,0.016725131332964688,0.0661403969861567,0.021760255416692072,11.905271457508206,3,3,True
7,0.029732739785686135,0.013816092882168254,0.07603139989078045,0.01782784934411998,13.68565198034048,4,4,True
1,0.09281683806329966,0.03543687431847008,0.1360426777973771,0.02539512936015389,24.48768200352788,5,5,True
3,0.09412144077941775,0.037569088738884905,0.13633128628134727,0.02842723326726104,24.53963153064251,6,6,True
0,0.10571387130767107,0.04341792633880843,0.14471583906561136,0.029820353600842096,26.048851031810045,7,7,True
2,0.16065821889787912,0.05077842183181395,0.1802924806252122,0.0317633788260167,32.452646512538195,8,8,True
