Camada,BI Medio (Cosseno),BI Std (Cosseno),BI Medio (Angular),BI Std (Angular),Angulo Medio (Graus),Ranking Cosseno,Ranking Angular,Rankings Identicos
6,0.007884133025072515,0.0028382625967158723,0.0393460663035512,0.007397214672792722,7.0822919346392155,1,1,True
5,0.00896326155634597,0.007371670455541585,0.04046326479874551,0.01391511513580265,7.283387663774192,2,2,True
4,0.022713032085448503,0.015154711332291366,0.06492370646446943,0.020683456075904348,11.686267163604498,3,3,True
7,0.029779628617689013,0.013810477211512835,0.07609383203089237,0.01782176010914737,13.696889765560627,4,4,True
3,0.09150021569803357,0.040517849699027934,0.1338838916271925,0.031179076333699283,24.09910049289465,5,5,True
1,0.09547669207677245,0.03743579895678123,0.13790881354361773,0.026896753130993614,24.82358643785119,6,6,True
0,0.11067937314510345,0.04983129046733488,0.14764227345585823,0.03369393203880837,26.57560922205448,7,7,True
2,0.16076460666954517,0.05399898652104362,0.18006321508437395,0.03419180173425547,32.41137871518731,8,8,True
