Layer,BI Medio (Angular),BI Std (Angular),BI Minimo (Angular),BI Maximo (Angular)
6,0.03292350680567324,0.0062251661964123255,0.024767665192484856,0.04224320873618126
5,0.038386537693440914,0.010950607607471024,0.02727722004055977,0.06008259207010269
7,0.061043813824653625,0.01720822377584851,0.04338216781616211,0.0976695641875267
4,0.063523112796247,0.0223607702592575,0.0395670048892498,0.0945701077580452
1,0.12416313588619232,0.0205639833592082,0.09100455790758133,0.15375091135501862
0,0.12493896204978228,0.02039710770542821,0.0996789038181305,0.16253304481506348
3,0.13520673476159573,0.03908282003477539,0.08984865248203278,0.2123066633939743
2,0.17447897605597973,0.04045274593964548,0.11100791394710541,0.2310420721769333
