Dataset,Acc_mean,Acc_std,F1_mean,F1_std,tstNum_mean,tstNum_std,Checkpoint,Sparsity,Repeat
cora,0.6072056239015817,0.0,0.5570003823414623,0.0,3414.0,0.0,pretrain_link1,0.0,7
home,0.6251276813074566,0.0,0.3177439031696731,0.0,1958.0,0.0,pretrain_link1,0.0,7
pubmed,0.64579107505071,0.0,0.607160406306428,0.0,3944.0,0.0,pretrain_link1,0.0,7
tech,0.9017499472907442,0.0,0.8206217273653684,0.0,9486.0,0.0,pretrain_link1,0.0,7
OVERALL,0.5467398560937616,0.0,0.40686001588284565,0.0,,,pretrain_link1,0.0,7
arxiv,0.4764314959981894,0.0,0.289035714333263,0.0,48603.0,0.0,pretrain_link1,0.0,8
cora,0.5606326889279437,0.0,0.5090912649484793,0.0,3414.0,0.0,pretrain_link1,0.0,8
home,0.7328907048008172,0.0,0.5590111226098291,0.0,1958.0,0.0,pretrain_link1,0.0,8
pubmed,0.7494929006085193,0.0,0.7268858256247057,0.0,3944.0,0.0,pretrain_link1,0.0,8
tech,0.7663925785367911,0.0,0.5746391393596659,0.0,9486.0,0.0,pretrain_link1,0.0,8
OVERALL,0.5449299013426304,0.0,0.3738364921381703,0.0,,,pretrain_link1,0.0,8
arxiv,0.5134250972162212,0.0,0.31768442760944315,0.0,48603.0,0.0,pretrain_link1,0.0,9
cora,0.6157000585823081,0.0,0.5556895374070703,0.0,3414.0,0.0,pretrain_link1,0.0,9
home,0.6149131767109295,0.0,0.4854309575434753,0.0,1958.0,0.0,pretrain_link1,0.0,9
pubmed,0.6110547667342799,0.0,0.5763528922565141,0.0,3944.0,0.0,pretrain_link1,0.0,9
tech,0.926944971537002,0.0,0.8823076083495053,0.0,9486.0,0.0,pretrain_link1,0.0,9
OVERALL,0.5854610192122246,0.0,0.4292073275060118,0.0,,,pretrain_link1,0.0,9
arxiv,0.5015945517766393,0.0,0.3102932843792931,0.0,48603.0,0.0,pretrain_link1,0.0,10
cora,0.6072056239015817,0.0,0.5555897464849201,0.0,3414.0,0.0,pretrain_link1,0.0,10
home,0.6332992849846782,0.0,0.44716397080451015,0.0,1958.0,0.0,pretrain_link1,0.0,10
pubmed,0.7421399594320487,0.0,0.7230775124417032,0.0,3944.0,0.0,pretrain_link1,0.0,10
tech,0.940438541007801,0.0,0.8869393184580021,0.0,9486.0,0.0,pretrain_link1,0.0,10
OVERALL,0.5866033677026927,0.0,0.431998205385123,0.0,,,pretrain_link1,0.0,10
arxiv,0.4914511449910499,0.0,0.30105561640451084,0.0,48603.0,0.0,pretrain_link1,10.0,1
cora,0.6177504393673111,0.0,0.5579347788987257,0.0,3414.0,0.0,pretrain_link1,10.0,1
home,0.5582226762002043,0.0,0.36955513458025785,0.0,1958.0,0.0,pretrain_link1,10.0,1
pubmed,0.7626774847870182,0.0,0.7469999109993305,0.0,3944.0,0.0,pretrain_link1,10.0,1
tech,0.9449715370018975,0.0,0.8846347862488004,0.0,9486.0,0.0,pretrain_link1,10.0,1
OVERALL,0.5794822342556191,0.0,0.4242770958254479,0.0,,,pretrain_link1,10.0,1
arxiv,0.5220459642408904,0.0,0.30953125624475775,0.0,48603.0,0.0,pretrain_link1,10.0,2
cora,0.6192149970708846,0.0,0.5664124341666096,0.0,3414.0,0.0,pretrain_link1,10.0,2
home,0.5704800817160368,0.0,0.37613946107996804,0.0,1958.0,0.0,pretrain_link1,10.0,2
pubmed,0.672920892494929,0.0,0.6279813110957332,0.0,3944.0,0.0,pretrain_link1,10.0,2
tech,0.9348513598987982,0.0,0.8544003093501767,0.0,9486.0,0.0,pretrain_link1,10.0,2
OVERALL,0.5952970847859951,0.0,0.41979022902990415,0.0,,,pretrain_link1,10.0,2
arxiv,0.5175606444046664,0.0,0.3058905899615089,0.0,48603.0,0.0,pretrain_link1,10.0,3
cora,0.6186291739894552,0.0,0.5568505896632012,0.0,3414.0,0.0,pretrain_link1,10.0,3
home,0.5551583248212462,0.0,0.3794956779427444,0.0,1958.0,0.0,pretrain_link1,10.0,3
pubmed,0.7112068965517241,0.0,0.6371006653314967,0.0,3944.0,0.0,pretrain_link1,10.0,3
tech,0.7921146953405018,0.0,0.7081597654467338,0.0,9486.0,0.0,pretrain_link1,10.0,3
OVERALL,0.5737408204139158,0.0,0.39673124179981334,0.0,,,pretrain_link1,10.0,3
arxiv,0.5190626093039524,0.0,0.30624382967259145,0.0,48603.0,0.0,pretrain_link1,10.0,4
cora,0.6025190392501465,0.0,0.5515038302042511,0.0,3414.0,0.0,pretrain_link1,10.0,4
home,0.7466802860061287,0.0,0.4915547048368277,0.0,1958.0,0.0,pretrain_link1,10.0,4
pubmed,0.712474645030426,0.0,0.6600480083597123,0.0,3944.0,0.0,pretrain_link1,10.0,4
tech,0.9653173097195867,0.0,0.930817163137528,0.0,9486.0,0.0,pretrain_link1,10.0,4
OVERALL,0.6040204732586604,0.0,0.43264784506280074,0.0,,,pretrain_link1,10.0,4
arxiv,0.4809785404193157,0.0,0.2988935648272174,0.0,48603.0,0.0,pretrain_link1,10.0,5
cora,0.5978324545987111,0.0,0.5425379928442828,0.0,3414.0,0.0,pretrain_link1,10.0,5
home,0.6470888661899897,0.0,0.37248014786790273,0.0,1958.0,0.0,pretrain_link1,10.0,5
pubmed,0.765973630831643,0.0,0.7586412383533828,0.0,3944.0,0.0,pretrain_link1,10.0,5
tech,0.5708412397216951,0.0,0.2422656197570633,0.0,9486.0,0.0,pretrain_link1,10.0,5
OVERALL,0.5210444329055708,0.0,0.33230290752131486,0.0,,,pretrain_link1,10.0,5
arxiv,0.4648684237598502,0.0,0.2863360459092621,0.0,48603.0,0.0,pretrain_link1,10.0,6
cora,0.6110134739308729,0.0,0.5526418129645232,0.0,3414.0,0.0,pretrain_link1,10.0,6
home,0.5806945863125639,0.0,0.4158958583201816,0.0,1958.0,0.0,pretrain_link1,10.0,6
pubmed,0.6138438133874239,0.0,0.5429996073755609,0.0,3944.0,0.0,pretrain_link1,10.0,6
tech,0.9188277461522243,0.0,0.8758135885855122,0.0,9486.0,0.0,pretrain_link1,10.0,6
OVERALL,0.5482382612565834,0.0,0.4015635669785779,0.0,,,pretrain_link1,10.0,6
arxiv,0.5124580787194206,0.0,0.3015651588588491,0.0,48603.0,0.0,pretrain_link1,10.0,7
cora,0.5579964850615114,0.0,0.5017530943065005,0.0,3414.0,0.0,pretrain_link1,10.0,7
home,0.6276813074565883,0.0,0.488663129569189,0.0,1958.0,0.0,pretrain_link1,10.0,7
pubmed,0.5867139959432048,0.0,0.5315718949870029,0.0,3944.0,0.0,pretrain_link1,10.0,7
tech,0.8538899430740038,0.0,0.8037209180757113,0.0,9486.0,0.0,pretrain_link1,10.0,7
OVERALL,0.57050663897337,0.0,0.4012665984774193,0.0,,,pretrain_link1,10.0,7
arxiv,0.5027261691665124,0.0,0.29387638201469823,0.0,48603.0,0.0,pretrain_link1,10.0,8
cora,0.6162858816637375,0.0,0.5669376376343482,0.0,3414.0,0.0,pretrain_link1,10.0,8
home,0.5786516853932584,0.0,0.39388763742760247,0.0,1958.0,0.0,pretrain_link1,10.0,8
pubmed,0.6166328600405679,0.0,0.5899472921384926,0.0,3944.0,0.0,pretrain_link1,10.0,8
tech,0.9321104786000421,0.0,0.8542274499483541,0.0,9486.0,0.0,pretrain_link1,10.0,8
OVERALL,0.5777761293672576,0.0,0.40679451961177343,0.0,,,pretrain_link1,10.0,8
arxiv,0.507396662757443,0.0,0.31450053170601144,0.0,48603.0,0.0,pretrain_link1,10.0,9
cora,0.6195079086115993,0.0,0.5622270082731857,0.0,3414.0,0.0,pretrain_link1,10.0,9
home,0.5970377936670072,0.0,0.39167745554539596,0.0,1958.0,0.0,pretrain_link1,10.0,9
pubmed,0.5948275862068966,0.0,0.5832348364517606,0.0,3944.0,0.0,pretrain_link1,10.0,9
tech,0.9193548387096774,0.0,0.8403372422924201,0.0,9486.0,0.0,pretrain_link1,10.0,9
OVERALL,0.5787701209109116,0.0,0.4190154155042127,0.0,,,pretrain_link1,10.0,9
arxiv,0.5014711026068349,0.0,0.30459817716111703,0.0,48603.0,0.0,pretrain_link1,10.0,10
cora,0.6107205623901582,0.0,0.558307245031143,0.0,3414.0,0.0,pretrain_link1,10.0,10
home,0.5377936670071501,0.0,0.46235776702466547,0.0,1958.0,0.0,pretrain_link1,10.0,10
pubmed,0.6424949290060852,0.0,0.637970229365468,0.0,3944.0,0.0,pretrain_link1,10.0,10
tech,0.8731815306767868,0.0,0.7775418908400901,0.0,9486.0,0.0,pretrain_link1,10.0,10
OVERALL,0.5686225057488317,0.0,0.408095239345136,0.0,,,pretrain_link1,10.0,10
arxiv,0.4980351007139477,0.0,0.32808881389986294,0.0,48603.0,0.0,pretrain_link1,20.0,1
cora,0.624780316344464,0.0,0.5681290947809982,0.0,3414.0,0.0,pretrain_link1,20.0,1
home,0.6205311542390194,0.0,0.34059083921694444,0.0,1958.0,0.0,pretrain_link1,20.0,1
pubmed,0.6138438133874239,0.0,0.5471520873398165,0.0,3944.0,0.0,pretrain_link1,20.0,1
tech,0.5726333544170357,0.0,0.24583021051480705,0.0,9486.0,0.0,pretrain_link1,20.0,1
OVERALL,0.5252874415844522,0.0,0.34185124878207607,0.0,,,pretrain_link1,20.0,1
arxiv,0.5080139086064647,0.0,0.3157414067406742,0.0,48603.0,0.0,pretrain_link1,20.0,2
cora,0.6250732278851787,0.0,0.5656696993937648,0.0,3414.0,0.0,pretrain_link1,20.0,2
home,0.6261491317671093,0.0,0.3974129148173894,0.0,1958.0,0.0,pretrain_link1,20.0,2
pubmed,0.7647058823529411,0.0,0.7493320646846469,0.0,3944.0,0.0,pretrain_link1,20.0,2
tech,0.7099936748893105,0.0,0.6253052914340461,0.0,9486.0,0.0,pretrain_link1,20.0,2
OVERALL,0.5608189303464135,0.0,0.3997080645414933,0.0,,,pretrain_link1,20.0,2
arxiv,0.48248050531860176,0.0,0.2972944186253265,0.0,48603.0,0.0,pretrain_link1,20.0,3
cora,0.6171646162858817,0.0,0.555066199489733,0.0,3414.0,0.0,pretrain_link1,20.0,3
home,0.5572012257405515,0.0,0.3454831469969323,0.0,1958.0,0.0,pretrain_link1,20.0,3
pubmed,0.646551724137931,0.0,0.5275435740528172,0.0,3944.0,0.0,pretrain_link1,20.0,3
tech,0.9437065148640101,0.0,0.9012627046261567,0.0,9486.0,0.0,pretrain_link1,20.0,3
OVERALL,0.5659817520955419,0.0,0.41021975383833126,0.0,,,pretrain_link1,20.0,3
arxiv,0.4976647532045347,0.0,0.30775615423742586,0.0,48603.0,0.0,pretrain_link1,20.0,4
cora,0.6265377855887522,0.0,0.557955746330985,0.0,3414.0,0.0,pretrain_link1,20.0,4
home,0.6210418794688458,0.0,0.4611836022255812,0.0,1958.0,0.0,pretrain_link1,20.0,4
pubmed,0.6810344827586207,0.0,0.577251031766823,0.0,3944.0,0.0,pretrain_link1,20.0,4
tech,0.9276829011174362,0.0,0.8741848950047086,0.0,9486.0,0.0,pretrain_link1,20.0,4
OVERALL,0.5790223277204956,0.0,0.4203683222140242,0.0,,,pretrain_link1,20.0,4
arxiv,0.5079933337448306,0.0,0.3163581615427783,0.0,48603.0,0.0,pretrain_link1,20.0,5
cora,0.6165787932044523,0.0,0.5562010409084712,0.0,3414.0,0.0,pretrain_link1,20.0,5
home,0.7957099080694586,0.0,0.6416937594867844,0.0,1958.0,0.0,pretrain_link1,20.0,5
pubmed,0.6303245436105477,0.0,0.5233404229516059,0.0,3944.0,0.0,pretrain_link1,20.0,5
tech,0.8577904279991566,0.0,0.772683613338545,0.0,9486.0,0.0,pretrain_link1,20.0,5
OVERALL,0.5782360359023812,0.0,0.41428668265634405,0.0,,,pretrain_link1,20.0,5
arxiv,0.49056642594078553,0.0,0.2991679961974284,0.0,48603.0,0.0,pretrain_link1,20.0,6
cora,0.5661980082015231,0.0,0.5119234166695944,0.0,3414.0,0.0,pretrain_link1,20.0,6
home,0.6573033707865169,0.0,0.47063110467510816,0.0,1958.0,0.0,pretrain_link1,20.0,6
pubmed,0.7593813387423936,0.0,0.7525269055694933,0.0,3944.0,0.0,pretrain_link1,20.0,6
tech,0.9343242673413451,0.0,0.8719094604107708,0.0,9486.0,0.0,pretrain_link1,20.0,6
OVERALL,0.5774200726949039,0.0,0.4220542040452507,0.0,,,pretrain_link1,20.0,6
arxiv,0.5023558216570994,0.0,0.3149010390030148,0.0,48603.0,0.0,pretrain_link1,20.0,7
cora,0.6139425893380199,0.0,0.5519937876733696,0.0,3414.0,0.0,pretrain_link1,20.0,7
home,0.5771195097037793,0.0,0.3640034343407531,0.0,1958.0,0.0,pretrain_link1,20.0,7
pubmed,0.7492393509127789,0.0,0.7136678263842137,0.0,3944.0,0.0,pretrain_link1,20.0,7
tech,0.8484081804764917,0.0,0.7364277188228764,0.0,9486.0,0.0,pretrain_link1,20.0,7
OVERALL,0.5733254209628366,0.0,0.4109905787735739,0.0,,,pretrain_link1,20.0,7
arxiv,0.48472316523671377,0.0,0.2906197813433325,0.0,48603.0,0.0,pretrain_link1,20.0,8
cora,0.619800820152314,0.0,0.5606829439524418,0.0,3414.0,0.0,pretrain_link1,20.0,8
home,0.5985699693564862,0.0,0.40258802588452747,0.0,1958.0,0.0,pretrain_link1,20.0,8
pubmed,0.7672413793103449,0.0,0.7510308848642238,0.0,3944.0,0.0,pretrain_link1,20.0,8
tech,0.967741935483871,0.0,0.9256896805361058,0.0,9486.0,0.0,pretrain_link1,20.0,8
OVERALL,0.5793783843928492,0.0,0.42386455422350755,0.0,,,pretrain_link1,20.0,8
arxiv,0.4772750653251857,0.0,0.3029398472224699,0.0,48603.0,0.0,pretrain_link1,20.0,9
cora,0.6048623315758641,0.0,0.5524797188712499,0.0,3414.0,0.0,pretrain_link1,20.0,9
home,0.5776302349336058,0.0,0.35559848667646515,0.0,1958.0,0.0,pretrain_link1,20.0,9
pubmed,0.6239858012170385,0.0,0.5748428818037684,0.0,3944.0,0.0,pretrain_link1,20.0,9
tech,0.9323213156230234,0.0,0.848581214339624,0.0,9486.0,0.0,pretrain_link1,20.0,9
OVERALL,0.5592760180995475,0.0,0.4098069092315467,0.0,,,pretrain_link1,20.0,9
arxiv,0.5088574779334609,0.0,0.3011521285326898,0.0,48603.0,0.0,pretrain_link1,20.0,10
cora,0.6189220855301699,0.0,0.5587983532156752,0.0,3414.0,0.0,pretrain_link1,20.0,10
home,0.6327885597548519,0.0,0.39668122385958415,0.0,1958.0,0.0,pretrain_link1,20.0,10
pubmed,0.6450304259634888,0.0,0.6298430904947987,0.0,3944.0,0.0,pretrain_link1,20.0,10
tech,0.9628926839553026,0.0,0.9048275988883426,0.0,9486.0,0.0,pretrain_link1,20.0,10
OVERALL,0.5898968919219643,0.0,0.4211650778018843,0.0,,,pretrain_link1,20.0,10
arxiv,0.5186305372096373,0.0,0.29495937414085377,0.0,48603.0,0.0,pretrain_link1,30.0,1
cora,0.6159929701230229,0.0,0.553045218684652,0.0,3414.0,0.0,pretrain_link1,30.0,1
home,0.5929519918283963,0.0,0.29702867249163567,0.0,1958.0,0.0,pretrain_link1,30.0,1
pubmed,0.7352941176470589,0.0,0.685203019856378,0.0,3944.0,0.0,pretrain_link1,30.0,1
tech,0.8484081804764917,0.0,0.7838109935570294,0.0,9486.0,0.0,pretrain_link1,30.0,1
OVERALL,0.5848082486462428,0.0,0.3997219905628881,0.0,,,pretrain_link1,30.0,1
arxiv,0.5015122523301031,0.0,0.3119837709454732,0.0,48603.0,0.0,pretrain_link1,30.0,2
cora,0.5626830697129467,0.0,0.5072431183205682,0.0,3414.0,0.0,pretrain_link1,30.0,2
home,0.5229826353421859,0.0,0.26728281742481835,0.0,1958.0,0.0,pretrain_link1,30.0,2
pubmed,0.7429006085192698,0.0,0.7016675771879713,0.0,3944.0,0.0,pretrain_link1,30.0,2
tech,0.9550917141049968,0.0,0.8657166432489145,0.0,9486.0,0.0,pretrain_link1,30.0,2
OVERALL,0.5831911579259699,0.0,0.4213037606114622,0.0,,,pretrain_link1,30.0,2
arxiv,0.5038989362796535,0.0,0.308547171256425,0.0,48603.0,0.0,pretrain_link1,30.0,3
cora,0.6154071470415935,0.0,0.5615745429486937,0.0,3414.0,0.0,pretrain_link1,30.0,3
home,0.6144024514811032,0.0,0.42488811065410526,0.0,1958.0,0.0,pretrain_link1,30.0,3
pubmed,0.7786511156186613,0.0,0.7685585483182663,0.0,3944.0,0.0,pretrain_link1,30.0,3
tech,0.9044908285895004,0.0,0.8189148900902911,0.0,9486.0,0.0,pretrain_link1,30.0,3
OVERALL,0.5852088124026408,0.0,0.4234832154413968,0.0,,,pretrain_link1,30.0,3
arxiv,0.4760199987655083,0.0,0.29614593555123286,0.0,48603.0,0.0,pretrain_link1,30.0,4
cora,0.6215582893966022,0.0,0.5633777542115864,0.0,3414.0,0.0,pretrain_link1,30.0,4
home,0.5740551583248212,0.0,0.3506321057141243,0.0,1958.0,0.0,pretrain_link1,30.0,4
pubmed,0.7733265720081136,0.0,0.7655149923251704,0.0,3944.0,0.0,pretrain_link1,30.0,4
tech,0.5724225173940544,0.0,0.2553434700742226,0.0,9486.0,0.0,pretrain_link1,30.0,4
OVERALL,0.5172019879830874,0.0,0.332985231189344,0.0,,,pretrain_link1,30.0,4
arxiv,0.498528897393165,0.0,0.29076618236144236,0.0,48603.0,0.0,pretrain_link1,30.0,5
cora,0.6256590509666081,0.0,0.5634254805281981,0.0,3414.0,0.0,pretrain_link1,30.0,5
home,0.5903983656792645,0.0,0.31531443607189036,0.0,1958.0,0.0,pretrain_link1,30.0,5
pubmed,0.7271805273833671,0.0,0.705257088110767,0.0,3944.0,0.0,pretrain_link1,30.0,5
tech,0.9391735188699135,0.0,0.8955687977181958,0.0,9486.0,0.0,pretrain_link1,30.0,5
OVERALL,0.5830279652844744,0.0,0.4146566069034772,0.0,,,pretrain_link1,30.0,5
arxiv,0.46507417237619075,0.0,0.2827394904408296,0.0,48603.0,0.0,pretrain_link1,30.0,6
cora,0.6200937316930287,0.0,0.5636661475308454,0.0,3414.0,0.0,pretrain_link1,30.0,6
home,0.6624106230847804,0.0,0.41555563710699744,0.0,1958.0,0.0,pretrain_link1,30.0,6
pubmed,0.7560851926977687,0.0,0.7334373278591504,0.0,3944.0,0.0,pretrain_link1,30.0,6
tech,0.9519291587602783,0.0,0.8724950978885412,0.0,9486.0,0.0,pretrain_link1,30.0,6
OVERALL,0.5642014687337734,0.0,0.41019459889724263,0.0,,,pretrain_link1,30.0,6
arxiv,0.508898627656729,0.0,0.32115041596502697,0.0,48603.0,0.0,pretrain_link1,30.0,7
cora,0.6291739894551845,0.0,0.5670437090660531,0.0,3414.0,0.0,pretrain_link1,30.0,7
home,0.5531154239019408,0.0,0.4096440367181867,0.0,1958.0,0.0,pretrain_link1,30.0,7
pubmed,0.6675963488843814,0.0,0.5903688957495797,0.0,3944.0,0.0,pretrain_link1,30.0,7
tech,0.6269238878347038,0.0,0.35729231060464656,0.0,9486.0,0.0,pretrain_link1,30.0,7
OVERALL,0.5421704621318894,0.0,0.357014074579422,0.0,,,pretrain_link1,30.0,7
arxiv,0.5132810731847829,0.0,0.3168697802012603,0.0,48603.0,0.0,pretrain_link1,30.0,8
cora,0.6183362624487405,0.0,0.5622090477882393,0.0,3414.0,0.0,pretrain_link1,30.0,8
home,0.6470888661899897,0.0,0.4745963159054466,0.0,1958.0,0.0,pretrain_link1,30.0,8
pubmed,0.6313387423935092,0.0,0.6176751768820422,0.0,3944.0,0.0,pretrain_link1,30.0,8
tech,0.9512966476913346,0.0,0.8936999399641864,0.0,9486.0,0.0,pretrain_link1,30.0,8
OVERALL,0.5910392404124323,0.0,0.43265650516930215,0.0,,,pretrain_link1,30.0,8
arxiv,0.4692714441495381,0.0,0.2921285074509523,0.0,48603.0,0.0,pretrain_link1,30.0,9
cora,0.6045694200351494,0.0,0.5476148946263873,0.0,3414.0,0.0,pretrain_link1,30.0,9
home,0.5980592441266599,0.0,0.4101565484740052,0.0,1958.0,0.0,pretrain_link1,30.0,9
pubmed,0.5753042596348884,0.0,0.4454229394788034,0.0,3944.0,0.0,pretrain_link1,30.0,9
tech,0.9553025511279781,0.0,0.9121643605099129,0.0,9486.0,0.0,pretrain_link1,30.0,9
OVERALL,0.5544692530227728,0.0,0.4047252402181834,0.0,,,pretrain_link1,30.0,9
arxiv,0.4711231816966031,0.0,0.30529830738539687,0.0,48603.0,0.0,pretrain_link1,30.0,10
cora,0.6001757469244289,0.0,0.546233059554342,0.0,3414.0,0.0,pretrain_link1,30.0,10
home,0.7512768130745658,0.0,0.5076445448532065,0.0,1958.0,0.0,pretrain_link1,30.0,10
pubmed,0.6371703853955375,0.0,0.5919712563913201,0.0,3944.0,0.0,pretrain_link1,30.0,10
tech,0.942652329749104,0.0,0.8735363247247984,0.0,9486.0,0.0,pretrain_link1,30.0,10
OVERALL,0.5618722646687931,0.0,0.42012197210207475,0.0,,,pretrain_link1,30.0,10
arxiv,0.49457852395942636,0.0,0.3049247171633172,0.0,48603.0,0.0,pretrain_link1,40.0,1
cora,0.6139425893380199,0.0,0.5602990388070821,0.0,3414.0,0.0,pretrain_link1,40.0,1
home,0.6818181818181818,0.0,0.5141952341303184,0.0,1958.0,0.0,pretrain_link1,40.0,1
pubmed,0.71526369168357,0.0,0.7108306861258544,0.0,3944.0,0.0,pretrain_link1,40.0,1
tech,0.9654227282310773,0.0,0.9063494957446139,0.0,9486.0,0.0,pretrain_link1,40.0,1
OVERALL,0.5852384837920036,0.0,0.4323278504252952,0.0,,,pretrain_link1,40.0,1
arxiv,0.5129107256753699,0.0,0.29069598697496946,0.0,48603.0,0.0,pretrain_link1,40.0,2
cora,0.6177504393673111,0.0,0.5612081709436592,0.0,3414.0,0.0,pretrain_link1,40.0,2
home,0.6455566905005107,0.0,0.4838534353270756,0.0,1958.0,0.0,pretrain_link1,40.0,2
pubmed,0.7365618661257607,0.0,0.7302285431942428,0.0,3944.0,0.0,pretrain_link1,40.0,2
tech,0.8877292852624921,0.0,0.7966265371008127,0.0,9486.0,0.0,pretrain_link1,40.0,2
OVERALL,0.5879089088346562,0.0,0.4069263034227863,0.0,,,pretrain_link1,40.0,2
arxiv,0.5265107092154805,0.0,0.31074622536400726,0.0,48603.0,0.0,pretrain_link1,40.0,3
cora,0.6250732278851787,0.0,0.5655213312655439,0.0,3414.0,0.0,pretrain_link1,40.0,3
home,0.6108273748723186,0.0,0.45233481063569575,0.0,1958.0,0.0,pretrain_link1,40.0,3
pubmed,0.697261663286004,0.0,0.6373153226839002,0.0,3944.0,0.0,pretrain_link1,40.0,3
tech,0.9644739616276619,0.0,0.9218005984780154,0.0,9486.0,0.0,pretrain_link1,40.0,3
OVERALL,0.6055782212002077,0.0,0.4328659934034546,0.0,,,pretrain_link1,40.0,3
arxiv,0.4838795959097175,0.0,0.29421033146837344,0.0,48603.0,0.0,pretrain_link1,40.0,4
cora,0.614821323960164,0.0,0.5581332544209142,0.0,3414.0,0.0,pretrain_link1,40.0,4
home,0.5188968335035751,0.0,0.3911452449464347,0.0,1958.0,0.0,pretrain_link1,40.0,4
pubmed,0.7730730223123732,0.0,0.7497529790940504,0.0,3944.0,0.0,pretrain_link1,40.0,4
tech,0.9308454564621548,0.0,0.8708173439153454,0.0,9486.0,0.0,pretrain_link1,40.0,4
OVERALL,0.5713522735702099,0.0,0.41819498753035195,0.0,,,pretrain_link1,40.0,4
arxiv,0.49717095652531734,0.0,0.29990721872045606,0.0,48603.0,0.0,pretrain_link1,40.0,5
cora,0.6145284124194493,0.0,0.5628253272916307,0.0,3414.0,0.0,pretrain_link1,40.0,5
home,0.59244126659857,0.0,0.4386029284298534,0.0,1958.0,0.0,pretrain_link1,40.0,5
pubmed,0.640973630831643,0.0,0.6246838129332208,0.0,3944.0,0.0,pretrain_link1,40.0,5
