Dataset,Acc_mean,Acc_std,F1_mean,F1_std,tstNum_mean,tstNum_std,Checkpoint,Sparsity,Repeat
home,0.6634320735444331,0.0,0.35968369727389515,0.0,1958.0,0.0,pretrain_link2,40.0,5
pubmed,0.7068965517241379,0.0,0.7000446828268282,0.0,3944.0,0.0,pretrain_link2,40.0,5
tech,0.8430318363904702,0.0,0.796671998418866,0.0,9486.0,0.0,pretrain_link2,40.0,5
OVERALL,0.6562569542318819,0.0,0.451440698315916,0.0,,,pretrain_link2,40.0,5
arxiv,0.6267102853733308,0.0,0.38567224637146397,0.0,48603.0,0.0,pretrain_link2,40.0,6
cora,0.6157000585823081,0.0,0.5551850181510216,0.0,3414.0,0.0,pretrain_link2,40.0,6
home,0.6021450459652706,0.0,0.3777174831991045,0.0,1958.0,0.0,pretrain_link2,40.0,6
pubmed,0.6795131845841785,0.0,0.6520419692871325,0.0,3944.0,0.0,pretrain_link2,40.0,6
tech,0.6010963525195024,0.0,0.337623394841605,0.0,9486.0,0.0,pretrain_link2,40.0,6
OVERALL,0.6249239670647578,0.0,0.4028506746502427,0.0,,,pretrain_link2,40.0,6
arxiv,0.6433141987120137,0.0,0.3971315545072809,0.0,48603.0,0.0,pretrain_link2,40.0,7
cora,0.632688927943761,0.0,0.5646151016202273,0.0,3414.0,0.0,pretrain_link2,40.0,7
home,0.608273748723187,0.0,0.35210089400076894,0.0,1958.0,0.0,pretrain_link2,40.0,7
pubmed,0.699290060851927,0.0,0.6872884809909513,0.0,3944.0,0.0,pretrain_link2,40.0,7
tech,0.8247944339025933,0.0,0.7818363562982281,0.0,9486.0,0.0,pretrain_link2,40.0,7
OVERALL,0.6705733995994363,0.0,0.4754240767891942,0.0,,,pretrain_link2,40.0,7
arxiv,0.624899697549534,0.0,0.3798121452691312,0.0,48603.0,0.0,pretrain_link2,40.0,8
cora,0.6209724663151728,0.0,0.5572259245860205,0.0,3414.0,0.0,pretrain_link2,40.0,8
home,0.6772216547497446,0.0,0.4049213991467989,0.0,1958.0,0.0,pretrain_link2,40.0,8
pubmed,0.6422413793103449,0.0,0.6070854326698686,0.0,3944.0,0.0,pretrain_link2,40.0,8
tech,0.808032890575585,0.0,0.7505934928305503,0.0,9486.0,0.0,pretrain_link2,40.0,8
OVERALL,0.6530079370966545,0.0,0.4550061556564387,0.0,,,pretrain_link2,40.0,8
arxiv,0.6335205645742032,0.0,0.37727829794994,0.0,48603.0,0.0,pretrain_link2,40.0,9
cora,0.6206795547744581,0.0,0.5579238273314425,0.0,3414.0,0.0,pretrain_link2,40.0,9
home,0.5863125638406538,0.0,0.31836473420886974,0.0,1958.0,0.0,pretrain_link2,40.0,9
pubmed,0.6848377281947262,0.0,0.6655082156496033,0.0,3944.0,0.0,pretrain_link2,40.0,9
tech,0.8414505587181109,0.0,0.7982657561335751,0.0,9486.0,0.0,pretrain_link2,40.0,9
OVERALL,0.663763815740672,0.0,0.4608275436029459,0.0,,,pretrain_link2,40.0,9
arxiv,0.639384400139909,0.0,0.38937673787056437,0.0,48603.0,0.0,pretrain_link2,40.0,10
cora,0.6241944932630346,0.0,0.5538304508263521,0.0,3414.0,0.0,pretrain_link2,40.0,10
home,0.6327885597548519,0.0,0.4010090541665444,0.0,1958.0,0.0,pretrain_link2,40.0,10
pubmed,0.7479716024340771,0.0,0.7397243435441435,0.0,3944.0,0.0,pretrain_link2,40.0,10
tech,0.6148007590132827,0.0,0.3402075263715694,0.0,9486.0,0.0,pretrain_link2,40.0,10
OVERALL,0.6413174096877087,0.0,0.4116239430902917,0.0,,,pretrain_link2,40.0,10
arxiv,0.6289323704298089,0.0,0.4325212598935435,0.0,48603.0,0.0,pretrain_link2,50.0,1
cora,0.6162858816637375,0.0,0.5504526294818949,0.0,3414.0,0.0,pretrain_link2,50.0,1
home,0.6828396322778345,0.0,0.47532976230226354,0.0,1958.0,0.0,pretrain_link2,50.0,1
pubmed,0.652129817444219,0.0,0.6422344258473558,0.0,3944.0,0.0,pretrain_link2,50.0,1
tech,0.8376554923044487,0.0,0.7840681184654374,0.0,9486.0,0.0,pretrain_link2,50.0,1
OVERALL,0.6605889770788517,0.0,0.5014823009205552,0.0,,,pretrain_link2,50.0,1
arxiv,0.6520379400448532,0.0,0.41464742316561914,0.0,48603.0,0.0,pretrain_link2,50.0,2
cora,0.627709431751611,0.0,0.5592728213551267,0.0,3414.0,0.0,pretrain_link2,50.0,2
home,0.6649642492339122,0.0,0.3735748259564114,0.0,1958.0,0.0,pretrain_link2,50.0,2
pubmed,0.7502535496957403,0.0,0.7397828724380172,0.0,3944.0,0.0,pretrain_link2,50.0,2
tech,0.6134303183639047,0.0,0.364059871202725,0.0,9486.0,0.0,pretrain_link2,50.0,2
OVERALL,0.6514946962391513,0.0,0.43268453700129406,0.0,,,pretrain_link2,50.0,2
arxiv,0.590807151821904,0.0,0.40746899252099417,0.0,48603.0,0.0,pretrain_link2,50.0,3
cora,0.619800820152314,0.0,0.5603763818646254,0.0,3414.0,0.0,pretrain_link2,50.0,3
home,0.7441266598569969,0.0,0.5262102286039478,0.0,1958.0,0.0,pretrain_link2,50.0,3
pubmed,0.7626774847870182,0.0,0.7480445485251833,0.0,3944.0,0.0,pretrain_link2,50.0,3
tech,0.8275353152013494,0.0,0.7847971008715549,0.0,9486.0,0.0,pretrain_link2,50.0,3
OVERALL,0.6401008827238336,0.0,0.4916925011058695,0.0,,,pretrain_link2,50.0,3
arxiv,0.6168343517889843,0.0,0.36915234651007356,0.0,48603.0,0.0,pretrain_link2,50.0,4
cora,0.6171646162858817,0.0,0.5565247396842163,0.0,3414.0,0.0,pretrain_link2,50.0,4
home,0.6567926455566905,0.0,0.3859483450231968,0.0,1958.0,0.0,pretrain_link2,50.0,4
pubmed,0.757606490872211,0.0,0.7473653636095205,0.0,3944.0,0.0,pretrain_link2,50.0,4
tech,0.9222011385199241,0.0,0.870464617043734,0.0,9486.0,0.0,pretrain_link2,50.0,4
OVERALL,0.6692233513834285,0.0,0.47181084740923146,0.0,,,pretrain_link2,50.0,4
arxiv,0.6396107236178836,0.0,0.39575200235346364,0.0,48603.0,0.0,pretrain_link2,50.0,5
cora,0.6183362624487405,0.0,0.5611665274491902,0.0,3414.0,0.0,pretrain_link2,50.0,5
home,0.7334014300306435,0.0,0.5279823349413166,0.0,1958.0,0.0,pretrain_link2,50.0,5
pubmed,0.6942190669371197,0.0,0.6871813895231993,0.0,3944.0,0.0,pretrain_link2,50.0,5
tech,0.8553658022348725,0.0,0.8204363066318865,0.0,9486.0,0.0,pretrain_link2,50.0,5
OVERALL,0.6748164082783177,0.0,0.48478968491805646,0.0,,,pretrain_link2,50.0,5
arxiv,0.6443635166553505,0.0,0.3907186125461112,0.0,48603.0,0.0,pretrain_link2,50.0,6
cora,0.6195079086115993,0.0,0.5568412084727737,0.0,3414.0,0.0,pretrain_link2,50.0,6
home,0.6052093973442288,0.0,0.3220087579246583,0.0,1958.0,0.0,pretrain_link2,50.0,6
pubmed,0.6962474645030426,0.0,0.6943097242123156,0.0,3944.0,0.0,pretrain_link2,50.0,6
tech,0.8535736875395319,0.0,0.7992396567352915,0.0,9486.0,0.0,pretrain_link2,50.0,6
OVERALL,0.6744455159112825,0.0,0.4723921177272535,0.0,,,pretrain_link2,50.0,6
arxiv,0.6197148324177519,0.0,0.3678391320911573,0.0,48603.0,0.0,pretrain_link2,50.0,7
cora,0.6183362624487405,0.0,0.5581155707013942,0.0,3414.0,0.0,pretrain_link2,50.0,7
home,0.6450459652706844,0.0,0.43015381280857357,0.0,1958.0,0.0,pretrain_link2,50.0,7
pubmed,0.6523833671399595,0.0,0.640595559529224,0.0,3944.0,0.0,pretrain_link2,50.0,7
tech,0.6138519924098672,0.0,0.38776758919338844,0.0,9486.0,0.0,pretrain_link2,50.0,7
OVERALL,0.6214672502039909,0.0,0.39805066832953057,0.0,,,pretrain_link2,50.0,7
arxiv,0.6259901652161389,0.0,0.37235473610148384,0.0,48603.0,0.0,pretrain_link2,50.0,8
cora,0.6203866432337434,0.0,0.5653151613801035,0.0,3414.0,0.0,pretrain_link2,50.0,8
home,0.7048008171603677,0.0,0.4905958085870298,0.0,1958.0,0.0,pretrain_link2,50.0,8
pubmed,0.6899087221095335,0.0,0.6845987831122455,0.0,3944.0,0.0,pretrain_link2,50.0,8
tech,0.859898798228969,0.0,0.8196505576893655,0.0,9486.0,0.0,pretrain_link2,50.0,8
OVERALL,0.6646539574215563,0.0,0.466781286013523,0.0,,,pretrain_link2,50.0,8
arxiv,0.6341378104232249,0.0,0.39165590004367884,0.0,48603.0,0.0,pretrain_link2,50.0,9
cora,0.6288810779144698,0.0,0.5604004697308499,0.0,3414.0,0.0,pretrain_link2,50.0,9
home,0.6312563840653729,0.0,0.40397620140634044,0.0,1958.0,0.0,pretrain_link2,50.0,9
pubmed,0.6921906693711968,0.0,0.6711907217501388,0.0,3944.0,0.0,pretrain_link2,50.0,9
tech,0.8402909550917141,0.0,0.8068006100169279,0.0,9486.0,0.0,pretrain_link2,50.0,9
OVERALL,0.6661968696684222,0.0,0.47534056982480205,0.0,,,pretrain_link2,50.0,9
arxiv,0.6370594407752608,0.0,0.37521529380894814,0.0,48603.0,0.0,pretrain_link2,50.0,10
cora,0.6338605741066198,0.0,0.573241985124655,0.0,3414.0,0.0,pretrain_link2,50.0,10
home,0.6409601634320735,0.0,0.34693853828626714,0.0,1958.0,0.0,pretrain_link2,50.0,10
pubmed,0.6397058823529411,0.0,0.5765536390924195,0.0,3944.0,0.0,pretrain_link2,50.0,10
tech,0.8308032890575585,0.0,0.7672592947854889,0.0,9486.0,0.0,pretrain_link2,50.0,10
OVERALL,0.6644314220013352,0.0,0.4513773747213418,0.0,,,pretrain_link2,50.0,10
arxiv,0.6493220583091579,0.0,0.4235673543632618,0.0,48603.0,0.0,pretrain_link2,60.0,1
cora,0.6259519625073228,0.0,0.5598020876235211,0.0,3414.0,0.0,pretrain_link2,60.0,1
home,0.6113381001021451,0.0,0.33867856837144467,0.0,1958.0,0.0,pretrain_link2,60.0,1
pubmed,0.6853448275862069,0.0,0.6771692985507581,0.0,3944.0,0.0,pretrain_link2,60.0,1
tech,0.8335441703563146,0.0,0.789457634249693,0.0,9486.0,0.0,pretrain_link2,60.0,1
OVERALL,0.6750686150879015,0.0,0.4943326447609582,0.0,,,pretrain_link2,60.0,1
arxiv,0.6320803242598193,0.0,0.4292406305472928,0.0,48603.0,0.0,pretrain_link2,60.0,2
cora,0.6280023432923257,0.0,0.5642909080566358,0.0,3414.0,0.0,pretrain_link2,60.0,2
home,0.6598569969356486,0.0,0.38126989791661925,0.0,1958.0,0.0,pretrain_link2,60.0,2
pubmed,0.6982758620689655,0.0,0.6865196478644853,0.0,3944.0,0.0,pretrain_link2,60.0,2
tech,0.8328062407758803,0.0,0.7676842240092014,0.0,9486.0,0.0,pretrain_link2,60.0,2
OVERALL,0.6648023143683703,0.0,0.4973708779296043,0.0,,,pretrain_link2,60.0,2
arxiv,0.6272040820525482,0.0,0.4312212031170605,0.0,48603.0,0.0,pretrain_link2,60.0,3
cora,0.6244874048037493,0.0,0.5542873412637925,0.0,3414.0,0.0,pretrain_link2,60.0,3
home,0.6797752808988764,0.0,0.46521849544817667,0.0,1958.0,0.0,pretrain_link2,60.0,3
pubmed,0.6914300202839757,0.0,0.6819718820612937,0.0,3944.0,0.0,pretrain_link2,60.0,3
tech,0.8487244360109635,0.0,0.8115073681602238,0.0,9486.0,0.0,pretrain_link2,60.0,3
OVERALL,0.6635264446257696,0.0,0.5066320737256619,0.0,,,pretrain_link2,60.0,3
arxiv,0.5880501203629406,0.0,0.3972959317772021,0.0,48603.0,0.0,pretrain_link2,60.0,4
cora,0.6309314586994728,0.0,0.5667883197549796,0.0,3414.0,0.0,pretrain_link2,60.0,4
home,0.6567926455566905,0.0,0.39337559979136155,0.0,1958.0,0.0,pretrain_link2,60.0,4
pubmed,0.6997971602434077,0.0,0.6954365798647517,0.0,3944.0,0.0,pretrain_link2,60.0,4
tech,0.8291165928737086,0.0,0.7906246295518974,0.0,9486.0,0.0,pretrain_link2,60.0,4
OVERALL,0.6326830353831319,0.0,0.47856518102690043,0.0,,,pretrain_link2,60.0,4
arxiv,0.6348167808571488,0.0,0.4341891833812969,0.0,48603.0,0.0,pretrain_link2,60.0,5
cora,0.6130638547158758,0.0,0.5519834635239736,0.0,3414.0,0.0,pretrain_link2,60.0,5
home,0.6578140960163432,0.0,0.40497140247663266,0.0,1958.0,0.0,pretrain_link2,60.0,5
pubmed,0.7147565922920892,0.0,0.7041741793470657,0.0,3944.0,0.0,pretrain_link2,60.0,5
tech,0.658865696816361,0.0,0.43133316451545106,0.0,9486.0,0.0,pretrain_link2,60.0,5
OVERALL,0.6424449224834953,0.0,0.454702051662928,0.0,,,pretrain_link2,60.0,5
arxiv,0.6265662613418925,0.0,0.42902553156071194,0.0,48603.0,0.0,pretrain_link2,60.0,6
cora,0.5987111892208553,0.0,0.5401722261448717,0.0,3414.0,0.0,pretrain_link2,60.0,6
home,0.6905005107252298,0.0,0.4870065435386043,0.0,1958.0,0.0,pretrain_link2,60.0,6
pubmed,0.704107505070994,0.0,0.6997445516777674,0.0,3944.0,0.0,pretrain_link2,60.0,6
tech,0.7389837655492304,0.0,0.6362630282113445,0.0,9486.0,0.0,pretrain_link2,60.0,6
OVERALL,0.6473703731177213,0.0,0.4813443854340537,0.0,,,pretrain_link2,60.0,6
arxiv,0.6357014999074131,0.0,0.43297219040817303,0.0,48603.0,0.0,pretrain_link2,60.0,7
cora,0.6215582893966022,0.0,0.5642992791817041,0.0,3414.0,0.0,pretrain_link2,60.0,7
home,0.6128702757916241,0.0,0.32814477526233155,0.0,1958.0,0.0,pretrain_link2,60.0,7
pubmed,0.7200811359026369,0.0,0.715487172290791,0.0,3944.0,0.0,pretrain_link2,60.0,7
tech,0.643685431161712,0.0,0.4445306244249636,0.0,9486.0,0.0,pretrain_link2,60.0,7
OVERALL,0.6403827609227802,0.0,0.45473587256595954,0.0,,,pretrain_link2,60.0,7
arxiv,0.6351459786432936,0.0,0.4298235009859891,0.0,48603.0,0.0,pretrain_link2,60.0,8
cora,0.6230228471001757,0.0,0.5598897144005525,0.0,3414.0,0.0,pretrain_link2,60.0,8
home,0.650153217568948,0.0,0.4088766337791442,0.0,1958.0,0.0,pretrain_link2,60.0,8
pubmed,0.6815415821501014,0.0,0.6581037537859614,0.0,3944.0,0.0,pretrain_link2,60.0,8
tech,0.7115749525616698,0.0,0.5172215174757016,0.0,9486.0,0.0,pretrain_link2,60.0,8
OVERALL,0.6484385431347823,0.0,0.46145953671139256,0.0,,,pretrain_link2,60.0,8
arxiv,0.6166080283110096,0.0,0.416321329418453,0.0,48603.0,0.0,pretrain_link2,60.0,9
cora,0.6233157586408905,0.0,0.5608341394687805,0.0,3414.0,0.0,pretrain_link2,60.0,9
home,0.6527068437180796,0.0,0.3908615118982194,0.0,1958.0,0.0,pretrain_link2,60.0,9
pubmed,0.678498985801217,0.0,0.6736349020997662,0.0,3944.0,0.0,pretrain_link2,60.0,9
tech,0.8299599409656335,0.0,0.7767121761655363,0.0,9486.0,0.0,pretrain_link2,60.0,9
OVERALL,0.6516430531859654,0.0,0.4886754383674201,0.0,,,pretrain_link2,60.0,9
arxiv,0.6247556735180956,0.0,0.4313404687733017,0.0,48603.0,0.0,pretrain_link2,60.0,10
cora,0.6250732278851787,0.0,0.5568760438855966,0.0,3414.0,0.0,pretrain_link2,60.0,10
home,0.6721144024514811,0.0,0.3990820530425814,0.0,1958.0,0.0,pretrain_link2,60.0,10
pubmed,0.6975152129817445,0.0,0.6953854542282082,0.0,3944.0,0.0,pretrain_link2,60.0,10
tech,0.6105840185536581,0.0,0.3496213739638861,0.0,9486.0,0.0,pretrain_link2,60.0,10
OVERALL,0.6284103553148876,0.0,0.440711028297145,0.0,,,pretrain_link2,60.0,10
arxiv,0.6331296422031562,0.0,0.43937387317408466,0.0,48603.0,0.0,pretrain_link2,70.0,1
cora,0.6321031048623316,0.0,0.568545894487667,0.0,3414.0,0.0,pretrain_link2,70.0,1
home,0.616956077630235,0.0,0.39759464277445866,0.0,1958.0,0.0,pretrain_link2,70.0,1
pubmed,0.6883874239350912,0.0,0.6683303820058883,0.0,3944.0,0.0,pretrain_link2,70.0,1
tech,0.8322791482184272,0.0,0.7809753545290717,0.0,9486.0,0.0,pretrain_link2,70.0,1
OVERALL,0.6638676656034419,0.0,0.5061734528878766,0.0,,,pretrain_link2,70.0,1
arxiv,0.6278007530399358,0.0,0.43630028464235704,0.0,48603.0,0.0,pretrain_link2,70.0,2
cora,0.6209724663151728,0.0,0.5548473230748491,0.0,3414.0,0.0,pretrain_link2,70.0,2
home,0.7420837589376915,0.0,0.5267492710347378,0.0,1958.0,0.0,pretrain_link2,70.0,2
pubmed,0.7611561866125761,0.0,0.751807252404768,0.0,3944.0,0.0,pretrain_link2,70.0,2
tech,0.8081383090870757,0.0,0.7535879237426749,0.0,9486.0,0.0,pretrain_link2,70.0,2
OVERALL,0.6639566797715303,0.0,0.5080452402083443,0.0,,,pretrain_link2,70.0,2
arxiv,0.6323683723226962,0.0,0.4299611319003159,0.0,48603.0,0.0,pretrain_link2,70.0,3
cora,0.632688927943761,0.0,0.5679377841622878,0.0,3414.0,0.0,pretrain_link2,70.0,3
home,0.6486210418794689,0.0,0.38795423626367154,0.0,1958.0,0.0,pretrain_link2,70.0,3
pubmed,0.7109533468559838,0.0,0.7080240500785178,0.0,3944.0,0.0,pretrain_link2,70.0,3
tech,0.6275563989036474,0.0,0.39780209439656766,0.0,9486.0,0.0,pretrain_link2,70.0,3
OVERALL,0.6367776871151992,0.0,0.44747351686730785,0.0,,,pretrain_link2,70.0,3
arxiv,0.6307635331152398,0.0,0.43571594791484863,0.0,48603.0,0.0,pretrain_link2,70.0,4
cora,0.6312243702401875,0.0,0.5630040231294341,0.0,3414.0,0.0,pretrain_link2,70.0,4
home,0.6547497446373851,0.0,0.3776948091463317,0.0,1958.0,0.0,pretrain_link2,70.0,4
pubmed,0.7510141987829615,0.0,0.7386715785122259,0.0,3944.0,0.0,pretrain_link2,70.0,4
tech,0.8461943917351887,0.0,0.7995075654963503,0.0,9486.0,0.0,pretrain_link2,70.0,4
OVERALL,0.668837623321712,0.0,0.5094009919105169,0.0,,,pretrain_link2,70.0,4
arxiv,0.6158673332921836,0.0,0.4263966117598157,0.0,48603.0,0.0,pretrain_link2,70.0,5
cora,0.6236086701816052,0.0,0.5596082282092385,0.0,3414.0,0.0,pretrain_link2,70.0,5
home,0.6521961184882533,0.0,0.37507661707714557,0.0,1958.0,0.0,pretrain_link2,70.0,5
pubmed,0.755578093306288,0.0,0.7472883392412957,0.0,3944.0,0.0,pretrain_link2,70.0,5
tech,0.8140417457305503,0.0,0.7565172122045768,0.0,9486.0,0.0,pretrain_link2,70.0,5
OVERALL,0.6533788294636896,0.0,0.49688724150502195,0.0,,,pretrain_link2,70.0,5
arxiv,0.6346933316873444,0.0,0.44034444818608787,0.0,48603.0,0.0,pretrain_link2,70.0,6
cora,0.6318101933216169,0.0,0.5654705531465467,0.0,3414.0,0.0,pretrain_link2,70.0,6
home,0.6639427987742594,0.0,0.41330990940862566,0.0,1958.0,0.0,pretrain_link2,70.0,6
pubmed,0.7109533468559838,0.0,0.7075867332075517,0.0,3944.0,0.0,pretrain_link2,70.0,6
tech,0.6941808981657179,0.0,0.5566091064778932,0.0,9486.0,0.0,pretrain_link2,70.0,6
OVERALL,0.6482308434092426,0.0,0.47789562415358955,0.0,,,pretrain_link2,70.0,6
arxiv,0.6343847087628336,0.0,0.4400124717859194,0.0,48603.0,0.0,pretrain_link2,70.0,7
cora,0.6250732278851787,0.0,0.5587077195298639,0.0,3414.0,0.0,pretrain_link2,70.0,7
home,0.6797752808988764,0.0,0.411954794859512,0.0,1958.0,0.0,pretrain_link2,70.0,7
pubmed,0.7084178498985801,0.0,0.7033183791717578,0.0,3944.0,0.0,pretrain_link2,70.0,7
tech,0.8329116592873709,0.0,0.7755463429442191,0.0,9486.0,0.0,pretrain_link2,70.0,7
OVERALL,0.6675024108003857,0.0,0.5078359484555032,0.0,,,pretrain_link2,70.0,7
arxiv,0.6283974240273235,0.0,0.4258975004533939,0.0,48603.0,0.0,pretrain_link2,70.0,8
cora,0.6268306971294669,0.0,0.5604065838270106,0.0,3414.0,0.0,pretrain_link2,70.0,8
home,0.6567926455566905,0.0,0.4007894270699319,0.0,1958.0,0.0,pretrain_link2,70.0,8
pubmed,0.6924442190669371,0.0,0.6850595094413405,0.0,3944.0,0.0,pretrain_link2,70.0,8
tech,0.6200716845878136,0.0,0.3698654888845923,0.0,9486.0,0.0,pretrain_link2,70.0,8
OVERALL,0.6317187152288406,0.0,0.4392595315291229,0.0,,,pretrain_link2,70.0,8
arxiv,0.5912392239162192,0.0,0.3936819187027202,0.0,48603.0,0.0,pretrain_link2,70.0,9
cora,0.6224370240187463,0.0,0.5620467258228213,0.0,3414.0,0.0,pretrain_link2,70.0,9
home,0.7231869254341164,0.0,0.5659112029010984,0.0,1958.0,0.0,pretrain_link2,70.0,9
pubmed,0.7276876267748479,0.0,0.7253378357769812,0.0,3944.0,0.0,pretrain_link2,70.0,9
tech,0.8413451402066203,0.0,0.7986148465190124,0.0,9486.0,0.0,pretrain_link2,70.0,9
OVERALL,0.6398338402195682,0.0,0.48360502648663356,0.0,,,pretrain_link2,70.0,9
arxiv,0.6295084665555624,0.0,0.43183652342626455,0.0,48603.0,0.0,pretrain_link2,70.0,10
cora,0.6239015817223199,0.0,0.563177357653395,0.0,3414.0,0.0,pretrain_link2,70.0,10
home,0.6440245148110316,0.0,0.4679490864280115,0.0,1958.0,0.0,pretrain_link2,70.0,10
pubmed,0.6716531440162272,0.0,0.6577493068765308,0.0,3944.0,0.0,pretrain_link2,70.0,10
tech,0.6116382036685643,0.0,0.34451373958699266,0.0,9486.0,0.0,pretrain_link2,70.0,10
OVERALL,0.6295972108893999,0.0,0.44046736827215677,0.0,,,pretrain_link2,70.0,10
arxiv,0.6292204184926856,0.0,0.4396948634452382,0.0,48603.0,0.0,pretrain_link2,80.0,1
cora,0.6218512009373169,0.0,0.560534824128365,0.0,3414.0,0.0,pretrain_link2,80.0,1
home,0.669050051072523,0.0,0.3831392184731179,0.0,1958.0,0.0,pretrain_link2,80.0,1
pubmed,0.678498985801217,0.0,0.6395656816329449,0.0,3944.0,0.0,pretrain_link2,80.0,1
tech,0.7597512123128821,0.0,0.6326719532197571,0.0,9486.0,0.0,pretrain_link2,80.0,1
OVERALL,0.6512573251242489,0.0,0.48302522252023533,0.0,,,pretrain_link2,80.0,1
arxiv,0.6215254202415489,0.0,0.42833844267809396,0.0,48603.0,0.0,pretrain_link2,80.0,2
cora,0.6241944932630346,0.0,0.5678476063455152,0.0,3414.0,0.0,pretrain_link2,80.0,2
home,0.6583248212461695,0.0,0.41031968401495317,0.0,1958.0,0.0,pretrain_link2,80.0,2
pubmed,0.6871196754563894,0.0,0.6818990788510946,0.0,3944.0,0.0,pretrain_link2,80.0,2
tech,0.8526249209361164,0.0,0.8102516207416478,0.0,9486.0,0.0,pretrain_link2,80.0,2
OVERALL,0.6590905719160299,0.0,0.5034645477367,0.0,,,pretrain_link2,80.0,2
arxiv,0.6212785219019402,0.0,0.4218361542494544,0.0,48603.0,0.0,pretrain_link2,80.0,3
cora,0.6265377855887522,0.0,0.564063240392594,0.0,3414.0,0.0,pretrain_link2,80.0,3
home,0.6649642492339122,0.0,0.4037355269727933,0.0,1958.0,0.0,pretrain_link2,80.0,3
pubmed,0.6980223123732252,0.0,0.6971730287481915,0.0,3944.0,0.0,pretrain_link2,80.0,3
tech,0.829011174362218,0.0,0.7709375185179653,0.0,9486.0,0.0,pretrain_link2,80.0,3
OVERALL,0.6565388324308286,0.0,0.49375405972173525,0.0,,,pretrain_link2,80.0,3
arxiv,0.627841902763204,0.0,0.44103299585821903,0.0,48603.0,0.0,pretrain_link2,80.0,4
cora,0.6212653778558875,0.0,0.5607076459814336,0.0,3414.0,0.0,pretrain_link2,80.0,4
home,0.7706843718079673,0.0,0.6199947515125745,0.0,1958.0,0.0,pretrain_link2,80.0,4
pubmed,0.6800202839756593,0.0,0.6482730405088467,0.0,3944.0,0.0,pretrain_link2,80.0,4
tech,0.8373392367699768,0.0,0.7880871856244874,0.0,9486.0,0.0,pretrain_link2,80.0,4
OVERALL,0.6641940508864328,0.0,0.5132603848251618,0.0,,,pretrain_link2,80.0,4
arxiv,0.632306647737794,0.0,0.4354901655322273,0.0,48603.0,0.0,pretrain_link2,80.0,5
cora,0.6189220855301699,0.0,0.55864759610728,0.0,3414.0,0.0,pretrain_link2,80.0,5
home,0.6629213483146067,0.0,0.34302497135513577,0.0,1958.0,0.0,pretrain_link2,80.0,5
pubmed,0.6691176470588235,0.0,0.6358454768230337,0.0,3944.0,0.0,pretrain_link2,80.0,5
tech,0.829011174362218,0.0,0.764427669794223,0.0,9486.0,0.0,pretrain_link2,80.0,5
OVERALL,0.6623544247459388,0.0,0.4970570393686596,0.0,,,pretrain_link2,80.0,5
arxiv,0.6296113408637327,0.0,0.43610134617810187,0.0,48603.0,0.0,pretrain_link2,80.0,6
cora,0.6288810779144698,0.0,0.5652327287095347,0.0,3414.0,0.0,pretrain_link2,80.0,6
home,0.6506639427987743,0.0,0.3768874727168674,0.0,1958.0,0.0,pretrain_link2,80.0,6
pubmed,0.6962474645030426,0.0,0.6910652324591503,0.0,3944.0,0.0,pretrain_link2,80.0,6
tech,0.9236769976807927,0.0,0.8876333731313121,0.0,9486.0,0.0,pretrain_link2,80.0,6
OVERALL,0.6754691788442994,0.0,0.519384843706413,0.0,,,pretrain_link2,80.0,6
arxiv,0.6321008991214534,0.0,0.4344845627965427,0.0,48603.0,0.0,pretrain_link2,80.0,7
cora,0.6259519625073228,0.0,0.5614267757590945,0.0,3414.0,0.0,pretrain_link2,80.0,7
home,0.6736465781409602,0.0,0.48103197647551765,0.0,1958.0,0.0,pretrain_link2,80.0,7
pubmed,0.6764705882352942,0.0,0.6361094395011775,0.0,3944.0,0.0,pretrain_link2,80.0,7
tech,0.8367067257010331,0.0,0.7635262863610621,0.0,9486.0,0.0,pretrain_link2,80.0,7
OVERALL,0.664386914917291,0.0,0.5003701625961674,0.0,,,pretrain_link2,80.0,7
arxiv,0.6318951505051128,0.0,0.4291355381514729,0.0,48603.0,0.0,pretrain_link2,80.0,8
cora,0.6174575278265964,0.0,0.5594633368719927,0.0,3414.0,0.0,pretrain_link2,80.0,8
home,0.6976506639427987,0.0,0.4828966916908307,0.0,1958.0,0.0,pretrain_link2,80.0,8
pubmed,0.6795131845841785,0.0,0.6498131245038484,0.0,3944.0,0.0,pretrain_link2,80.0,8
tech,0.8630613535736875,0.0,0.8287608392454072,0.0,9486.0,0.0,pretrain_link2,80.0,8
OVERALL,0.6683925524812699,0.0,0.5064502989290525,0.0,,,pretrain_link2,80.0,8
arxiv,0.6368331172972862,0.0,0.43266356520888094,0.0,48603.0,0.0,pretrain_link2,80.0,9
cora,0.6239015817223199,0.0,0.561288961820563,0.0,3414.0,0.0,pretrain_link2,80.0,9
home,0.643003064351379,0.0,0.3405290199213931,0.0,1958.0,0.0,pretrain_link2,80.0,9
pubmed,0.6336206896551724,0.0,0.5716207210275807,0.0,3944.0,0.0,pretrain_link2,80.0,9
tech,0.850516550706304,0.0,0.8152668478380088,0.0,9486.0,0.0,pretrain_link2,80.0,9
OVERALL,0.6662413767524664,0.0,0.4984769236530356,0.0,,,pretrain_link2,80.0,9
arxiv,0.6224718638767154,0.0,0.4311840436226812,0.0,48603.0,0.0,pretrain_link2,80.0,10
